Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_company,Appraisal_date,Auction_count,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_do,addr_si,addr_dong,addr_li,addr_san,addr_bunji1,addr_bunji2,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Specific,Share_auction_YorN,road_name,road_bunji1,road_bunji2,Close_date,Close_result,point.y,point.x,Hammer_price
2735,임의,일반,163016313,내외감정,2017-06-13 00:00:00,2,1,107277.0,51.58,51.58,115.53,115.53,267000000,213600000,2017-11-29 00:00:00,2018-01-10 00:00:00,낙찰,SC은행,부산,사하구,다대동,,N,120,1,",300-3 다대포현대 104동 18층 1809호",아파트,1993-11-25 00:00:00,25,18,,N,다대로,473.0,,2018-03-14 00:00:00,배당,35.0611271,128.9781071,218000000
1894,강제,일반,21771094,한마음감정,2016-01-08 00:00:00,2,1,32474.0,47.49,47.49,131.88,131.88,230000000,184000000,2016-04-27 00:00:00,2016-05-25 00:00:00,낙찰,신한카드,부산,사상구,학장동,,N,573,1,",-5 학장반도보라타운 108동 14층 1401호",아파트,1994-10-15 00:00:00,21,14,,N,대동로,98.0,,2016-07-08 00:00:00,배당,35.1375552,128.9790756,218999999
1791,강제,개별,1087000000,대한감정,2012-06-11 00:00:00,6,5,532.0,16.65,16.65,98.08,98.08,228745632,117118000,2013-07-04 00:00:00,2016-04-29 00:00:00,낙찰,Private,부산,동래구,낙민동,,N,236,,",237-2 삼주 12층 1201호",주상복합,1111-11-11 00:00:00,15,12,"**1차감정: 220,000,000",N,0,,,2017-06-29 00:00:00,배당,35.2011116,129.0886871,123000000
2307,임의,일반,32756448,하나감정,2016-11-11 00:00:00,2,1,25416.0,29.87,29.87,49.98,49.98,95000000,76000000,2017-08-24 00:00:00,2017-09-28 00:00:00,낙찰,중소기업은행,부산,사하구,구평동,,N,17,,구평1차자유 105동 7층 705호,아파트,1999-04-02 00:00:00,19,7,,N,을숙도대로709번길,31.0,,2017-12-13 00:00:00,배당,35.0881388,128.9852353,83790000
1818,임의,일반,95892549,혜인감정,2015-09-08 00:00:00,2,0,44090.7,33.41,33.41,73.08,73.08,200000000,200000000,2016-07-21 00:00:00,2016-09-22 00:00:00,낙찰,한국외환은행,부산,금정구,구서동,,N,1027,1,",1030-2,1034-1 구서우성 6동 8층 801호",아파트,1995-03-02 00:00:00,13,8,,N,구서중앙로,52.0,,2016-11-30 00:00:00,배당,35.2563931,129.0854841,213600000
2630,임의,일반,127268274,BNK감정,2016-06-28 00:00:00,1,0,4100.0,42.3,42.3,84.75,84.75,184000000,184000000,2016-12-20 00:00:00,2017-02-28 00:00:00,낙찰,현대캐피탈,부산,남구,대연동,,N,255,9,장백2차 1동 6층 603호,아파트,2005-11-21 00:00:00,12,6,,N,황령대로319번길,110.0,,2017-05-10 00:00:00,배당,35.1490733,129.09028,184884000
2523,임의,일반,198354664,부경감정,2016-04-20 00:00:00,1,0,23427.5,28.79,28.79,76.06,76.06,236000000,236000000,2016-10-20 00:00:00,2016-10-20 00:00:00,낙찰,IBK캐피탈,부산,해운대구,재송동,,N,1048,3,센텀우신골든빌 106동 6층 603호,아파트,2006-11-16 00:00:00,17,6,,N,재반로125번길,30.0,,2016-12-19 00:00:00,배당,35.1902559,129.1249859,261699000
2203,임의,일반,395747017,극동감정,2016-12-02 00:00:00,1,0,29642.8,21.46,21.46,175.86,175.86,726000000,726000000,2017-06-21 00:00:00,2017-06-21 00:00:00,낙찰,신한은행,부산,부산진구,부전동,,N,537,9,더샵 센트럴스타 C동 42층 4202호,아파트,2011-08-05 00:00:00,48,42,,N,중앙대로666번길,50.0,,2017-08-24 00:00:00,배당,35.1514649,129.0611111,726550000
1950,임의,일반,153077724,혜인감정,2016-02-17 00:00:00,2,1,60610.0,36.39,36.39,84.91,84.91,195000000,156000000,2016-06-08 00:00:00,2016-07-06 00:00:00,낙찰,솔브레인저축은행,부산,북구,구포동,,N,1103,2,현대 6동 1층 103호,아파트,1994-05-25 00:00:00,15,1,,N,백양대로,1003.0,,2016-09-06 00:00:00,배당,35.196595,128.9927422,165100000
2424,임의,일반,92176751,가온감정,2017-06-13 00:00:00,2,1,4840.0,24.32,24.32,59.63,59.63,124000000,99200000,2018-01-24 00:00:00,2018-02-28 00:00:00,낙찰,현대캐피탈,부산,영도구,동삼동,,N,679,1,삼창그린타운 102동 14층 1403호,아파트,1997-01-13 00:00:00,15,14,,N,태종로700번길,19.0,,2018-05-02 00:00:00,배당,35.0710327,129.0752121,103799000
2616,강제,일반,4054146,미르감정,2017-01-02 00:00:00,2,1,6422.5,24.52,24.52,59.99,59.99,110000000,88000000,2017-07-10 00:00:00,2018-01-08 00:00:00,낙찰,롯데카드,부산,해운대구,재송동,,N,1187,,센텀그린타워 13층 1301호,아파트,1993-03-10 00:00:00,15,13,,N,재송2로,153.0,,2018-03-27 00:00:00,배당,35.1902728,129.1343728,108399000
2689,임의,일반,228679565,한신감정,2017-08-08 00:00:00,2,1,78674.9,54.0,54.0,84.99,84.99,282000000,225600000,2018-02-22 00:00:00,2018-03-29 00:00:00,낙찰,진주동부농협,부산,기장군,정관읍,모전리,N,776,,정관동일스위트2차 214동 5층 501호,아파트,2013-09-30 00:00:00,20,5,,N,정관3로,23.0,,2018-06-04 00:00:00,배당,35.3297695,129.1658018,226000800
2231,강제,일반,150000000,BNK감정,2017-01-02 00:00:00,1,0,9151.0,56.78,56.78,81.15,81.15,167000000,167000000,2017-09-12 00:00:00,2017-09-12 00:00:00,낙찰,케이알앤씨,부산,연제구,연산동,,N,1873,30,한독 4동 3층 303호,아파트,1979-05-31 00:00:00,5,3,,N,봉수로,15.0,,2017-11-23 00:00:00,배당,35.1732711,129.0898698,180699000
2501,강제,일반,9000000,한라감정,2016-03-02 00:00:00,2,1,1430.0,23.83,23.83,40.66,40.66,47000000,37600000,2016-07-05 00:00:00,2016-08-05 00:00:00,낙찰,Private,부산,해운대구,반여동,,N,1594,70,보훈 2동 3층 308호,아파트,1980-01-18 00:00:00,5,3,,N,재반로242번길,41.0,,2016-09-23 00:00:00,배당,35.1988328,129.1338019,43230000
1869,강제,일반,214482364,부경감정,2015-12-02 00:00:00,1,0,1757.6,43.94,43.94,71.11,71.11,173000000,173000000,2016-04-14 00:00:00,2016-04-14 00:00:00,낙찰,Private,부산,연제구,거제동,,N,212,1,화신거림맨션 가동 2층 203호,아파트,1979-02-16 00:00:00,5,2,,N,교대로24번길,68.0,,2016-06-14 00:00:00,배당,35.1983123,129.0757864,181000000
2554,임의,일반,955803563,삼보감정,2016-07-25 00:00:00,2,1,18141.9,44.7,44.7,217.95,217.95,1710000000,1368000000,2017-02-23 00:00:00,2017-03-30 00:00:00,낙찰,하나은행,부산,해운대구,우동,,N,1410,,트럼프월드마린 A동 9층 901호,아파트,2007-06-20 00:00:00,42,9,,N,마린시티2로,47.0,,2017-06-12 00:00:00,배당,35.1551451,129.1437662,1505000000
2087,임의,일반,140522236,오상호감정,2016-07-25 00:00:00,1,0,26420.0,26.39,26.39,59.85,59.85,170000000,170000000,2016-12-28 00:00:00,2016-12-28 00:00:00,낙찰,국제저축은행,부산,사상구,엄궁동,,N,669,2,엄궁대림 102동 25층 2503호,아파트,1999-09-07 00:00:00,25,25,,N,엄궁로,158.0,,2017-02-23 00:00:00,배당,35.1291519,128.9782313,175000000
2323,강제,일반,8949068,하나감정,2017-01-10 00:00:00,2,1,16099.0,21.66,21.66,59.79,59.79,160000000,128000000,2017-10-17 00:00:00,2017-11-21 00:00:00,낙찰,현대캐피탈,부산,사하구,감천동,,N,789,,감천유림2차 204동 8층 806호,아파트,1999-10-07 00:00:00,24,8,,N,사하로,80.0,,2018-02-01 00:00:00,배당,35.0890918,128.9953971,138000000
2389,강제,일반,202649315,부일감정,2017-03-14 00:00:00,1,0,10300.0,10.25,10.25,49.74,49.74,192000000,192000000,2017-11-01 00:00:00,2017-11-01 00:00:00,낙찰,Private,부산,부산진구,당감동,,N,71,5,홍림로얄뷰 9층 906호,아파트,2015-12-11 00:00:00,15,9,,N,신천대로183번길,64.0,15.0,2017-12-27 00:00:00,배당,35.1575636,129.0478421,200020000
2300,임의,일반,361571342,명신감정,2016-10-20 00:00:00,3,2,440.3,13.03,13.03,136.96,136.96,486000000,311040000,2017-03-02 00:00:00,2017-05-10 00:00:00,낙찰,동부화재해상보험,부산,영도구,대교동1가,,N,1,,브릿지타워 14층 1401호,주상복합,2012-03-27 00:00:00,20,14,,N,태종로,40.0,,2017-07-20 00:00:00,배당,35.0944703,129.0364811,394000000
1929,임의,일반,260000000,내외감정,2016-02-01 00:00:00,1,0,22229.0,50.47,50.47,120.8,120.8,286000000,286000000,2016-05-13 00:00:00,2016-05-13 00:00:00,낙찰,우리은행,부산,사하구,감천동,,N,567,,부영벽산파라빌 103동 5층 502호,아파트,2003-01-02 00:00:00,21,5,,N,감천로21번길,35.0,,2016-07-15 00:00:00,배당,35.0938961,128.9959666,287000000
1892,임의,일반,98612480,통일감정,2015-12-28 00:00:00,2,1,139.4,24.96,24.96,70.12,70.12,139000000,111200000,2016-05-31 00:00:00,2016-06-28 00:00:00,낙찰,신만덕(새),부산,사상구,괘법동,,N,550,16,어진빌라 6층 601호,아파트,2003-07-31 00:00:00,6,6,,N,사상로162번길,15.0,,2016-09-08 00:00:00,배당,35.1607536,128.9873065,134120000
2670,임의,일반,0,명장감정,2017-04-27 00:00:00,2,1,38737.2,27.83,27.83,59.45,59.45,335000000,268000000,2017-11-02 00:00:00,2017-12-07 00:00:00,낙찰,Private,부산,해운대구,좌동,,N,1337,,현대 102동 18층 1801호,아파트,1996-07-18 00:00:00,23,18,,N,양운로37번길,11.0,,2018-02-26 00:00:00,배당,35.1652629,129.1772994,281430000
2184,임의,일반,255902973,삼창감정,2016-11-02 00:00:00,1,0,6348.5,23.91,23.91,115.28,115.28,350000000,350000000,2017-05-30 00:00:00,2017-05-30 00:00:00,낙찰,경상남도정치망수협,부산,부산진구,양정동,,N,273,1,양정롯데갤러리움 18층 A1808호,주상복합,2006-04-27 00:00:00,30,18,,N,중앙대로969번길,11.0,,2017-07-27 00:00:00,배당,35.1759374,129.0726995,382300000
2551,임의,일반,117961397,류선감정,2016-07-08 00:00:00,2,1,5957.0,30.52,30.52,84.91,84.91,160000000,128000000,2016-12-20 00:00:00,2017-01-24 00:00:00,낙찰,성가신협,부산,남구,용호동,,N,514,26,용호신익타워 1동 2층 201호,아파트,1993-07-08 00:00:00,25,2,,N,동명로,189.0,,2017-03-29 00:00:00,배당,35.1191227,129.1180094,162119000
2753,강제,일반,528474443,우성감정,2017-04-11 00:00:00,2,1,32473.0,41.62,41.62,79.34,79.34,160000000,128000000,2017-08-23 00:00:00,2017-09-20 00:00:00,낙찰,신용보증기금,부산,사상구,학장동,,N,819,,금강 102동 13층 1311호,아파트,1993-01-06 00:00:00,15,13,,N,대동로64번길,25.0,,2017-12-06 00:00:00,배당,35.1360835,128.978461,152100000
2219,임의,일반,103597520,희감정,2016-12-20 00:00:00,3,2,13288.0,29.57,29.57,84.96,84.96,164000000,104960000,2017-09-28 00:00:00,2017-12-07 00:00:00,낙찰,북부산(새),부산,사하구,장림동,,N,426,,극동정림 13층 1305호,아파트,1996-01-22 00:00:00,25,13,,N,다대로,339.0,,2018-01-24 00:00:00,배당,35.0724865,128.9777968,126797000
2723,임의,개별,161914963,우성감정,2017-05-26 00:00:00,2,1,28048.0,23.09,23.09,73.4,73.4,294000000,235200000,2017-10-17 00:00:00,2017-11-21 00:00:00,낙찰,부산은행,부산,사상구,괘법동,,N,516,3,괘법2차한신 202동 13층 1302호,아파트,1998-09-10 00:00:00,25,13,,N,낙동대로1210번길,33.0,,2018-01-24 00:00:00,배당,35.1683413,128.9790934,270100000
2614,강제,일반,700000000,혜림감정,2016-12-27 00:00:00,2,1,13228.7,56.11,56.11,163.08,163.08,810000000,648000000,2017-06-13 00:00:00,2017-07-18 00:00:00,낙찰,Private,부산,해운대구,중동,,N,1515,2,",1514-3 달맞이경동메르빌 102동 14층 1605호",아파트,2002-11-27 00:00:00,17,14,,N,달맞이길65번길,12.0,12.0,2017-09-20 00:00:00,배당,35.1601502,129.1732924,763000000
1794,강제,개별,1087000000,대한감정,2012-06-11 00:00:00,7,6,532.0,18.22,18.22,107.28,107.28,249565981,102222000,2013-07-04 00:00:00,2016-05-27 00:00:00,낙찰,Private,부산,동래구,낙민동,,N,236,,",237-2 삼주 13층 1302호",주상복합,1111-11-11 00:00:00,15,13,"**1차감정: 240,000,000",N,0,,,2017-06-29 00:00:00,배당,35.2011116,129.0886871,138010000
1799,임의,일반,656464200,가람감정,2016-04-29 00:00:00,3,2,29642.8,22.38,11.19,183.41,91.71,429000000,343200000,2015-03-06 00:00:00,2016-07-22 00:00:00,낙찰,하나은행,부산,부산진구,부전동,,N,537,9,더샵센트럴스타 D동 41층 4103호,아파트,2011-08-05 00:00:00,48,41,,Y,중앙대로666번길,50.0,,2016-09-27 00:00:00,배당,35.1514649,129.0611111,343200000
2052,임의,일반,173779174,삼일감정,2016-06-15 00:00:00,1,0,51730.3,31.51,31.51,84.99,84.99,273000000,273000000,2016-10-06 00:00:00,2016-10-06 00:00:00,낙찰,북부산농협,부산,북구,화명동,,N,1150,,동원로얄듀크 101동 7층 705호,아파트,2004-12-16 00:00:00,24,7,,N,금곡대로,228.0,,2016-12-06 00:00:00,배당,35.22831,129.0140162,335801000
1806,강제,일반,15000000,삼보감정,2015-04-20 00:00:00,2,1,738.0,39.07,39.07,84.37,84.37,154000000,123200000,2016-10-21 00:00:00,2016-11-18 00:00:00,낙찰,Private,부산,금정구,남산동,,N,265,16,콜트힐빌라 1층 102호,아파트,2001-12-10 00:00:00,6,1,,N,금단로,168.0,,2017-01-24 00:00:00,배당,35.2636777,129.0940174,144095500
2492,강제,일반,3343041,대우감정,2016-03-15 00:00:00,3,2,2004.0,20.87,20.87,39.67,39.67,56000000,35840000,2016-06-27 00:00:00,2016-08-22 00:00:00,낙찰,엠메이드대부,부산,남구,문현동,,N,1087,,범일 2동 1층 11258호,아파트,1971-09-30 00:00:00,4,1,,N,장고개로85번가길,30.0,,2016-10-25 00:00:00,배당,35.1307576,129.06852,42419900
1776,강제,개별,1087000000,대한감정,2012-06-11 00:00:00,5,3,532.0,16.65,16.65,98.08,98.08,218745632,111998000,2013-07-04 00:00:00,2016-04-29 00:00:00,낙찰,Private,부산,동래구,낙민동,,N,236,,",237-2 삼주 4층 401호",주상복합,1111-11-11 00:00:00,15,4,"**1차감정:210,000,000",N,0,,,2017-06-29 00:00:00,배당,35.2011116,129.0886871,117800000
1848,임의,일반,192000000,가람감정,2015-11-10 00:00:00,2,1,24385.0,71.74,71.74,125.5,125.5,280000000,224000000,2016-04-05 00:00:00,2016-05-03 00:00:00,낙찰,신한은행,부산,사하구,당리동,,N,16,7,1차동원베네스트 106동 5층 502호,아파트,2005-12-28 00:00:00,13,5,,N,제석로,160.0,,2016-06-30 00:00:00,배당,35.1097278,128.9832441,259500000
2343,강제,일반,33040867,가람감정,2017-01-31 00:00:00,2,1,146268.8,52.0,52.0,58.46,58.46,136000000,108800000,2017-11-02 00:00:00,2017-12-07 00:00:00,낙찰,부산신용보증재단,부산,영도구,동삼동,,N,1123,,동삼그린힐 301동 5층 502호,아파트,1993-10-22 00:00:00,15,5,,N,상리로,1.0,,2018-02-26 00:00:00,배당,35.0862263,129.0685295,121150000
2416,임의,일반,280000000,희감정,2017-03-28 00:00:00,2,1,89490.9,44.46,44.46,66.56,66.56,210000000,168000000,2018-01-26 00:00:00,2018-03-02 00:00:00,낙찰,중소기업은행,부산,부산진구,개금동,,N,53,,개금주공 213동 2층 202호,아파트,1988-07-29 00:00:00,15,2,,N,백양관문로,7.0,,2018-05-09 00:00:00,배당,35.1596716,129.0292168,176000000
2319,강제,일반,4920572,대우감정,2016-12-22 00:00:00,2,1,119936.4,45.0,45.0,41.3,41.3,94000000,75200000,2017-09-28 00:00:00,2017-11-02 00:00:00,낙찰,현대캐피탈,부산,사상구,모라동,,N,75,,모라주공 408동 6층 606호,아파트,1993-08-11 00:00:00,15,6,,N,모라로192번길,50.0,,2017-12-28 00:00:00,배당,35.1834077,129.0004871,86869900
2211,임의,일반,166520437,삼보감정,2016-12-07 00:00:00,1,0,34524.7,51.75,51.75,118.51,118.51,256000000,256000000,2017-09-01 00:00:00,2017-09-01 00:00:00,낙찰,농협은행,부산,사상구,엄궁동,,N,683,3,엄궁2차한신 208동 14층 1403호,아파트,1999-10-30 00:00:00,25,14,,N,엄궁로,40.0,,2017-11-22 00:00:00,배당,35.1238693,128.9702594,271599999
2294,임의,일반,144007966,가람감정,2016-09-03 00:00:00,2,1,29351.0,43.26,43.26,75.61,75.61,158000000,126400000,2017-03-21 00:00:00,2017-04-25 00:00:00,낙찰,현대캐피탈,부산,사상구,학장동,,N,167,3,학장대림 107동 13층 1302호,아파트,1991-08-29 00:00:00,15,13,,N,학감대로49번길,62.0,,2017-07-20 00:00:00,배당,35.1346354,128.9922738,143050000
2244,임의,일반,55000000,세중감정,2017-01-17 00:00:00,1,0,7914.0,51.86,51.86,69.3,69.3,154000000,154000000,2017-07-07 00:00:00,2017-07-07 00:00:00,낙찰,Private,부산,동래구,사직동,,N,601,3,해운맨션 1동 3층 301호,아파트,1984-06-26 00:00:00,5,3,,N,쇠미로71번길,5.0,,2017-09-20 00:00:00,배당,35.1995586,129.0536597,154770000
2708,임의,일반,36232636,산하늘감정,2017-04-13 00:00:00,2,1,2067.0,42.13,42.13,80.83,80.83,146000000,116800000,2017-08-23 00:00:00,2017-09-20 00:00:00,낙찰,예가람저축은행,부산,서구,암남동,,N,81,89,그린비치맨션 8층 902호,아파트,1998-02-11 00:00:00,9,8,,N,천해로7번길,55.0,16.0,2017-12-06 00:00:00,배당,35.0805435,129.0193693,136030000
2324,임의,일반,230000000,한마음감정,2017-01-09 00:00:00,2,1,420.0,37.69,37.69,190.08,190.08,430000000,344000000,2017-08-23 00:00:00,2017-09-27 00:00:00,낙찰,Private,부산,서구,서대신동2가,,N,10,1,남영빌딩 9층 901호,주상복합,2003-07-21 00:00:00,9,9,,N,구덕로315번길,21.0,,2017-11-29 00:00:00,배당,35.1119417,129.0156758,415500000
1891,강제,일반,51287670,명신감정,2016-01-06 00:00:00,1,0,51182.0,49.66,49.66,61.08,61.08,140000000,140000000,2016-09-19 00:00:00,2016-09-19 00:00:00,낙찰,Private,부산,사하구,장림동,,N,35,2,", 371, 372-4, -16, -19, 373, 374, 375, 376 장림현대 3동 3층 303호",아파트,1989-12-14 00:00:00,6,3,,N,다대로,301.0,,2016-11-23 00:00:00,배당,35.0759989,128.9789147,150523000
2085,임의,일반,161186650,오상호감정,2016-07-19 00:00:00,2,1,13005.0,34.18,34.18,84.36,84.36,197000000,157600000,2016-11-25 00:00:00,2016-12-30 00:00:00,낙찰,수영중앙(새),부산,사하구,당리동,,N,17,2,혜성 102동 13층 1302호,아파트,1996-02-02 00:00:00,19,13,,N,제석로,127.0,,2017-02-24 00:00:00,배당,35.1098802,128.9796589,173965000
2284,강제,일반,166814140,가람감정,2016-07-04 00:00:00,1,0,16369.2,44.53,22.27,86.79,43.39,120000000,120000000,2017-01-05 00:00:00,2017-01-05 00:00:00,낙찰,한국무역보험공사,부산,북구,화명동,,N,752,,대우푸르지오 102동 1층 102호,아파트,2000-05-19 00:00:00,20,1,"공유자가민사집행법제140조에의한우선매수신고를한경우그매수신고후최초로진행되는매각기일에매수보증금의미납으로실효되는경우그공유자는그이후해당부동산의매각기일에서는우선매수권을행사할수없다(단,당해기일에다른매수신고인이없는경우최저매각가격을공유자우선매수신고액으로봄)",Y,화명대로,104.0,,2017-02-22 00:00:00,배당,35.2340668,129.0190354,120052000
2222,임의,일반,109046886,부일감정,2016-12-16 00:00:00,1,0,63253.8,19.98,19.98,59.91,59.91,250000000,250000000,2017-09-01 00:00:00,2017-09-01 00:00:00,낙찰,서대구신협,부산,동래구,안락동,,N,472,57,안락SK 111동 8층 803호,아파트,1999-06-26 00:00:00,25,8,,N,충렬대로,487.0,,2017-11-22 00:00:00,배당,35.195922,129.1113,255679990
1808,임의,일반,128027802,삼일감정,2015-05-26 00:00:00,2,1,16251.0,25.11,25.11,59.6,59.6,163000000,130400000,2015-09-11 00:00:00,2016-04-15 00:00:00,낙찰,제이자산관리,부산,사하구,감천동,,N,808,,감천유림1차 103동 20층 2006호,아파트,1997-12-22 00:00:00,24,20,,N,감천로,24.0,,2016-06-17 00:00:00,배당,35.0902575,128.9950547,152277000
2467,강제,일반,875000000,부일감정,2016-01-06 00:00:00,2,1,14576.0,55.07,55.07,120.69,120.69,357000000,285600000,2016-04-28 00:00:00,2016-05-26 00:00:00,낙찰,에이스저축은행,부산,해운대구,좌동,,N,1445,,삼환 101동 15층 1504호,아파트,1998-12-17 00:00:00,22,15,,N,좌동순환로299번길,22.0,,2016-07-25 00:00:00,배당,35.1685994,129.1854341,358000000
2443,임의,개별,234405846,미르감정,2015-09-08 00:00:00,3,1,228.0,12.24,12.24,44.75,44.75,163000000,130400000,2016-06-23 00:00:00,2016-10-20 00:00:00,낙찰,현대캐피탈,부산,수영구,광안동,,N,691,10,동진프라임빌 주건축물제 1동 6층 601호,주상복합,2013-09-24 00:00:00,10,6,,N,광서로,5.0,6.0,2016-12-19 00:00:00,배당,35.1638441,129.1137649,156100000
1814,임의,일반,60479094,류선감정,2015-09-10 00:00:00,1,0,3071.7,16.84,16.84,59.03,59.03,186000000,186000000,2016-04-06 00:00:00,2016-04-06 00:00:00,낙찰,부산은행,부산,부산진구,양정동,,N,350,3,양정삼성타워 14층 1407호,아파트,2000-12-06 00:00:00,15,14,,N,양지로5번길,60.0,,2016-06-08 00:00:00,배당,35.1714242,129.0712658,200300000
1800,강제,일반,80000000,통일감정,2015-01-21 00:00:00,1,0,14659.5,41.27,41.27,84.94,84.94,306000000,306000000,2016-06-24 00:00:00,2016-06-24 00:00:00,낙찰,Private,부산,금정구,부곡동,,N,970,,부곡롯데캐슬디아망 104동 11층 1105호,아파트,2010-06-29 00:00:00,20,11,,N,동부곡로15번길,76.0,,2016-09-27 00:00:00,배당,35.2295285,129.0945725,333000000
2435,강제,일반,80000000,세중감정,2015-06-25 00:00:00,2,1,1505.0,81.72,81.72,111.97,111.97,150000000,120000000,2016-09-06 00:00:00,2016-10-06 00:00:00,낙찰,Private,부산,해운대구,반송동,,N,401,7,",-8,-9 회현하이츠빌라 2층 203호",주상복합,1992-07-13 00:00:00,6,2,,N,반송로877번길,94.0,,2016-11-30 00:00:00,배당,35.2341697,129.1514525,145010000
1975,임의,일반,225830040,한마음감정,2016-03-22 00:00:00,1,0,51730.3,46.18,46.18,124.56,124.56,356000000,356000000,2016-07-27 00:00:00,2016-07-27 00:00:00,낙찰,부산화명(새),부산,북구,화명동,,N,1150,,동원로얄듀크 110동 18층 1801호,아파트,2004-12-16 00:00:00,25,18,,N,금곡대로,228.0,,2016-09-28 00:00:00,배당,35.22831,129.0140162,357100000
1981,임의,일반,78000000,한마음감정,2016-03-29 00:00:00,1,0,2997.0,3.67,3.67,32.6,32.6,100000000,100000000,2016-07-26 00:00:00,2016-07-26 00:00:00,낙찰,중앙농협,부산,부산진구,전포동,,N,181,1,서면대우디오빌투 23층 2317호,주상복합,2005-06-24 00:00:00,30,23,,N,전포대로,274.0,,2016-09-08 00:00:00,배당,35.1609496,129.0657942,103770000
2318,강제,일반,3724890,중앙감정,2016-12-19 00:00:00,2,1,4360.2,13.21,13.21,59.85,59.85,200000000,160000000,2017-08-23 00:00:00,2017-09-27 00:00:00,낙찰,제이티친애저축은행,부산,서구,남부민동,,N,685,,현대타운 101동 9층 909호,주상복합,1999-10-12 00:00:00,22,9,,N,충무대로,246.0,,2017-11-29 00:00:00,배당,35.0926389,129.024438,200611000
2301,임의,일반,281292053,대일감정,2016-10-07 00:00:00,3,1,440.3,10.7,10.7,112.5,112.5,380000000,304000000,2017-09-12 00:00:00,2017-12-26 00:00:00,낙찰,동부화재해상보험,부산,영도구,대교동1가,,N,1,,브릿지타워 6층 602호,주상복합,1111-11-11 00:00:00,20,6,2016.11.04.임차인 김영준 배당요구신청 철회함,N,태종로,40.0,,2018-03-08 00:00:00,배당,35.0944703,129.0364811,331000000
2690,강제,일반,153557890,혜림감정,2017-07-20 00:00:00,2,1,5077.0,25.38,25.38,42.05,42.05,69000000,55200000,2018-02-22 00:00:00,2018-03-29 00:00:00,낙찰,(주)코엔지,부산,해운대구,재송동,,N,1163,1,남성선파크타운 6동 4층 516호,아파트,1988-06-01 00:00:00,6,4,,N,재송2로23번길,50.0,,2018-06-04 00:00:00,배당,35.1930351,129.132708,68130000
2034,임의,일반,65869517,삼일감정,2016-05-18 00:00:00,2,1,23082.0,51.34,51.34,84.95,84.95,130000000,104000000,2016-09-30 00:00:00,2016-10-28 00:00:00,낙찰,현대해상화재보험,부산,사하구,장림동,,N,566,7,강남 4동 13층 1306호,아파트,1992-08-26 00:00:00,15,13,,N,장평로41번길,61.0,,2016-12-30 00:00:00,배당,35.0719892,128.9708351,126350000
2546,임의,일반,3049034,대우감정,2016-07-19 00:00:00,2,1,1430.0,23.83,23.83,40.66,40.66,47000000,37600000,2016-12-20 00:00:00,2017-01-24 00:00:00,낙찰,국민은행,부산,해운대구,반여동,,N,1594,70,보훈 2동 5층 501호,아파트,1980-01-18 00:00:00,5,5,,N,재반로242번길,41.0,,2017-03-29 00:00:00,배당,35.1988328,129.1338019,42788000
2040,임의,일반,106422352,대우감정,2016-05-24 00:00:00,1,0,63050.0,28.0,28.0,59.99,59.99,140000000,140000000,2016-10-26 00:00:00,2016-10-26 00:00:00,낙찰,하나은행,부산,사하구,장림동,,N,875,,동원로얄듀크 118동 15층 1517호,아파트,2005-02-01 00:00:00,23,15,,N,하신중앙로,2.0,,2016-12-21 00:00:00,배당,35.0774407,128.9648869,141999000
2381,임의,일반,154800000,한신감정,2017-03-29 00:00:00,2,1,7627.0,31.93,31.93,84.9,84.9,258000000,206400000,2017-11-01 00:00:00,2017-12-06 00:00:00,낙찰,현대라이프생명보험,부산,동구,수정동,,N,1048,35,아르미나 101동 5층 504호,아파트,2001-04-24 00:00:00,14,5,,N,홍곡남로,50.0,,2018-02-13 00:00:00,배당,35.1257776,129.0365684,242999900
2375,강제,일반,49298320,세중감정,2017-03-10 00:00:00,2,1,879.6,8.01,8.01,43.32,43.32,192000000,153600000,2017-12-01 00:00:00,2018-02-14 00:00:00,낙찰,KB캐피탈,부산,북구,화명동,,N,2274,4,엘가 1동 13층 1303호,아파트,2014-05-23 00:00:00,24,13,,N,금곡대로285번길,94.0,,2018-04-25 00:00:00,배당,35.2346531,129.0084698,162121000
2071,임의,일반,146848000,대일감정,2016-06-30 00:00:00,1,0,45208.5,34.84,34.84,59.97,59.97,120000000,120000000,2016-10-27 00:00:00,2016-10-27 00:00:00,낙찰,Private,부산,북구,금곡동,,N,57,1,금곡3단지주공 304동 3층 305호,아파트,1995-04-11 00:00:00,15,3,,N,효열로220번길,23.0,,2016-12-29 00:00:00,배당,35.2632741,129.0210093,127770000
2481,임의,일반,319765632,명신감정,2015-06-12 00:00:00,1,0,331281.0,32.2,32.2,84.98,84.98,330000000,330000000,2015-10-20 00:00:00,2016-05-10 00:00:00,낙찰,현대캐피탈,부산,남구,용호동,,N,176,30,",-60,-8 LG메트로시티 101동 12층 1204호",아파트,2001-08-16 00:00:00,23,12,,N,분포로,111.0,,2016-06-29 00:00:00,배당,35.1278077,129.1122058,348590000
